id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,under_pressure,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,pass_aerial_won,duel_type_id,duel_type_name,counterpress,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_freeze_frame,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,clearance_left_foot,clearance_body_part_id,clearance_body_part_name,pass_cross,pass_outswinging,pass_technique_id,pass_technique_name,clearance_head,duel_outcome_id,duel_outcome_name,pass_deflected,shot_first_time,goalkeeper_end_location,pass_switch,pass_goal_assist,out,clearance_right_foot,foul_committed_offensive,foul_won_defensive,dribble_outcome_id,dribble_outcome_name,ball_recovery_recovery_failure,clearance_aerial_won,pass_inswinging,shot_one_on_one,pass_cut_back,foul_committed_card_id,foul_committed_card_name,foul_committed_advantage,foul_won_advantage,block_offensive,foul_committed_type_id,foul_committed_type_name,pass_through_ball,block_deflection,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,dribble_nutmeg,bad_behaviour_card_id,bad_behaviour_card_name,dribble_overrun,pass_miscommunication,timestamp_seconds
ad9d405b-a2cb-47de-b3ed-6e2c3818b041,11,1,00:00:06.995,0,6,2,,42,Ball Receipt*,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['9aa6c5ff-ab71-4db8-a77b-2b7ea6f7cd2e'],,"[42.0, 62.5]",26607.0,José Raúl Baena Urdiales,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.995
6ad95427-4b3a-4bdb-a533-60a4e778d44b,12,1,00:00:06.995,0,6,2,2.086789,43,Carry,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,"['8398adc8-99fd-4c1a-8d4a-5610173d7086', 'ad9d405b-a2cb-47de-b3ed-6e2c3818b041']",,"[42.0, 62.5]",26607.0,José Raúl Baena Urdiales,11.0,Left Defensive Midfield,,,,,,,,,,,,"[39.7, 61.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.995
8398adc8-99fd-4c1a-8d4a-5610173d7086,13,1,00:00:09.082,0,9,2,1.018957,30,Pass,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['b0f047f7-5fca-4a47-aedb-44590335fea6'],,"[39.7, 61.2]",26607.0,José Raúl Baena Urdiales,11.0,Left Defensive Midfield,27144.0,Antonio Amaya Carazo,11.414026,-2.9476335,1.0,Ground Pass,"[28.5, 59.0]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.082
b0f047f7-5fca-4a47-aedb-44590335fea6,14,1,00:00:10.101,0,10,2,,42,Ball Receipt*,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['8398adc8-99fd-4c1a-8d4a-5610173d7086'],,"[28.5, 59.0]",27144.0,Antonio Amaya Carazo,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.101
ae2defcf-5e9a-41fa-9e07-44183e2da7ac,15,1,00:00:10.101,0,10,2,0.493131,43,Carry,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,"['5d141343-1e5b-48c7-ac9b-847df9726f87', 'b0f047f7-5fca-4a47-aedb-44590335fea6']",,"[28.5, 59.0]",27144.0,Antonio Amaya Carazo,3.0,Right Center Back,,,,,,,,,,,,"[28.5, 56.9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.101
5d141343-1e5b-48c7-ac9b-847df9726f87,16,1,00:00:10.594,0,10,2,2.458369,30,Pass,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['5200007d-d11a-43ed-aa88-5275e7f5dc03'],,"[28.5, 56.9]",27144.0,Antonio Amaya Carazo,3.0,Right Center Back,6713.0,Diego Javier Llorente Ríos,30.562885,-1.7020506,1.0,Ground Pass,"[24.5, 26.6]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.594
5200007d-d11a-43ed-aa88-5275e7f5dc03,17,1,00:00:13.053,0,13,2,,42,Ball Receipt*,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['5d141343-1e5b-48c7-ac9b-847df9726f87'],,"[24.5, 26.6]",6713.0,Diego Javier Llorente Ríos,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.053
d6aafa94-8a9a-43a3-b509-c7de03c9fb6a,18,1,00:00:13.053,0,13,2,2.751515,43,Carry,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,"['5200007d-d11a-43ed-aa88-5275e7f5dc03', '96afd733-6361-4307-8b59-b0b91e81ebc4']",,"[24.5, 26.6]",6713.0,Diego Javier Llorente Ríos,5.0,Left Center Back,,,,,,,,,,,,"[30.4, 19.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.053
96afd733-6361-4307-8b59-b0b91e81ebc4,19,1,00:00:15.804,0,15,2,2.018198,30,Pass,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['f1cc78cd-8a6d-46fc-948b-f96987850450'],,"[30.4, 19.3]",6713.0,Diego Javier Llorente Ríos,5.0,Left Center Back,24255.0,Juan Carlos Martín Corral,26.606955,2.2737153,1.0,Ground Pass,"[13.2, 39.6]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.804
f1cc78cd-8a6d-46fc-948b-f96987850450,20,1,00:00:17.822,0,17,2,,42,Ball Receipt*,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['96afd733-6361-4307-8b59-b0b91e81ebc4'],,"[13.2, 39.6]",24255.0,Juan Carlos Martín Corral,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.822
7f4dbb67-3834-4aab-b4cd-f224803b3522,21,1,00:00:17.822,0,17,2,1.832897,43,Carry,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,"['2391238b-7fc1-4a7b-9c90-20f7a5d22ab5', 'f1cc78cd-8a6d-46fc-948b-f96987850450']",,"[13.2, 39.6]",24255.0,Juan Carlos Martín Corral,1.0,Goalkeeper,,,,,,,,,,,,"[13.3, 42.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.822
2391238b-7fc1-4a7b-9c90-20f7a5d22ab5,22,1,00:00:19.655,0,19,2,0.855235,30,Pass,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['eb610640-5af3-4380-9a49-e9c35938ef08'],,"[13.3, 42.1]",24255.0,Juan Carlos Martín Corral,1.0,Goalkeeper,26607.0,José Raúl Baena Urdiales,6.1131005,0.06548002,1.0,Ground Pass,"[19.4, 42.5]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.655
eb610640-5af3-4380-9a49-e9c35938ef08,23,1,00:00:20.510,0,20,2,,42,Ball Receipt*,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['2391238b-7fc1-4a7b-9c90-20f7a5d22ab5'],,"[19.4, 42.5]",26607.0,José Raúl Baena Urdiales,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.51
c925ac6d-ea66-44b8-a3b1-bc41f3366c98,24,1,00:00:20.510,0,20,2,0.024137,43,Carry,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,"['19a8ce1a-71d8-4da2-b6bd-812189f2c3ce', 'eb610640-5af3-4380-9a49-e9c35938ef08']",,"[19.4, 42.5]",26607.0,José Raúl Baena Urdiales,11.0,Left Defensive Midfield,,,,,,,,,,,,"[19.2, 42.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.51
19a8ce1a-71d8-4da2-b6bd-812189f2c3ce,25,1,00:00:20.535,0,20,2,1.289738,30,Pass,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['81eb66d4-5e46-44f1-b7e6-68fe49d69197'],,"[19.2, 42.2]",26607.0,José Raúl Baena Urdiales,11.0,Left Defensive Midfield,24255.0,Juan Carlos Martín Corral,11.207141,3.1058936,1.0,Ground Pass,"[8.0, 42.6]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.535
81eb66d4-5e46-44f1-b7e6-68fe49d69197,26,1,00:00:21.824,0,21,2,,42,Ball Receipt*,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['19a8ce1a-71d8-4da2-b6bd-812189f2c3ce'],,"[8.0, 42.6]",24255.0,Juan Carlos Martín Corral,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.824
26618191-2f26-4470-af21-cfc87a69de05,27,1,00:00:21.824,0,21,2,0.006029,43,Carry,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,"['81eb66d4-5e46-44f1-b7e6-68fe49d69197', 'afabbd1f-9ffb-4aed-93e0-4f4011c72808']",,"[8.0, 42.6]",24255.0,Juan Carlos Martín Corral,1.0,Goalkeeper,,,,,,,,,,,,"[9.7, 43.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.824
afabbd1f-9ffb-4aed-93e0-4f4011c72808,28,1,00:00:21.830,0,21,2,1.555145,30,Pass,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['23ad167c-51e3-464c-a5c1-2a480380b0eb'],,"[9.7, 43.8]",24255.0,Juan Carlos Martín Corral,1.0,Goalkeeper,27144.0,Antonio Amaya Carazo,23.254461,1.1687278,1.0,Ground Pass,"[18.8, 65.2]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.83
23ad167c-51e3-464c-a5c1-2a480380b0eb,29,1,00:00:23.385,0,23,2,,42,Ball Receipt*,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['afabbd1f-9ffb-4aed-93e0-4f4011c72808'],,"[18.8, 65.2]",27144.0,Antonio Amaya Carazo,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.385
de41f45b-ce16-4418-8df9-913b341df1cd,30,1,00:00:23.385,0,23,2,0.181841,43,Carry,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,"['23ad167c-51e3-464c-a5c1-2a480380b0eb', '9ced836e-53de-4846-886d-27d25f4e58f8']",,"[18.8, 65.2]",27144.0,Antonio Amaya Carazo,3.0,Right Center Back,,,,,,,,,,,,"[18.8, 65.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.385
9ced836e-53de-4846-886d-27d25f4e58f8,31,1,00:00:23.567,0,23,2,1.927224,30,Pass,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['b8c6d148-5851-4640-a0a1-56563ae593da'],,"[18.8, 65.0]",27144.0,Antonio Amaya Carazo,3.0,Right Center Back,24255.0,Juan Carlos Martín Corral,21.289669,-2.332943,1.0,Ground Pass,"[4.1, 49.6]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.567
b8c6d148-5851-4640-a0a1-56563ae593da,32,1,00:00:25.495,0,25,2,,42,Ball Receipt*,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['9ced836e-53de-4846-886d-27d25f4e58f8'],,"[4.1, 49.6]",24255.0,Juan Carlos Martín Corral,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.495
5071242b-ffb6-47cf-8807-8ca4d39220f1,33,1,00:00:25.495,0,25,2,0.852936,43,Carry,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,"['5611ce87-a0c2-43a2-85f6-1bca723f2320', 'b8c6d148-5851-4640-a0a1-56563ae593da']",,"[4.1, 49.6]",24255.0,Juan Carlos Martín Corral,1.0,Goalkeeper,,,,,,,,,,,,"[5.1, 48.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.495
5611ce87-a0c2-43a2-85f6-1bca723f2320,34,1,00:00:26.347,0,26,2,1.255924,30,Pass,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['6954b7d4-3175-4d51-96b0-21d6de9ec514'],,"[5.1, 48.2]",24255.0,Juan Carlos Martín Corral,1.0,Goalkeeper,26607.0,José Raúl Baena Urdiales,8.440379,-0.2392316,1.0,Ground Pass,"[13.3, 46.2]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.347
6954b7d4-3175-4d51-96b0-21d6de9ec514,35,1,00:00:27.603,0,27,2,,42,Ball Receipt*,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['5611ce87-a0c2-43a2-85f6-1bca723f2320'],,"[13.3, 46.2]",26607.0,José Raúl Baena Urdiales,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.603
e2f0ab86-fc5a-4fd8-bea3-3d5d9aec4593,36,1,00:00:27.603,0,27,2,1.066415,43,Carry,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,"['1e9bc47b-6cc7-4798-a290-3df61fe75d6d', '6954b7d4-3175-4d51-96b0-21d6de9ec514']",,"[13.3, 46.2]",26607.0,José Raúl Baena Urdiales,11.0,Left Defensive Midfield,,,,,,,,,,,,"[14.5, 46.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.603
1e9bc47b-6cc7-4798-a290-3df61fe75d6d,37,1,00:00:28.670,0,28,2,1.467316,30,Pass,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['3d5db46c-43ce-478d-9c6a-cd96998cb7aa'],,"[14.5, 46.2]",26607.0,José Raúl Baena Urdiales,11.0,Left Defensive Midfield,24255.0,Juan Carlos Martín Corral,11.950314,2.3621116,1.0,Ground Pass,"[6.0, 54.6]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.67
