id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,pass_outcome_id,pass_outcome_name,under_pressure,ball_receipt_outcome_id,ball_receipt_outcome_name,pass_aerial_won,duel_type_id,duel_type_name,out,clearance_aerial_won,clearance_head,clearance_body_part_id,clearance_body_part_name,foul_won_defensive,interception_outcome_id,interception_outcome_name,counterpress,duel_outcome_id,duel_outcome_name,foul_committed_advantage,foul_won_advantage,pass_switch,pass_cross,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,dribble_outcome_id,dribble_outcome_name,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_body_part_id,shot_body_part_name,shot_technique_id,shot_technique_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,pass_no_touch,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_technique_id,goalkeeper_technique_name,shot_first_time,shot_aerial_won,clearance_right_foot,pass_through_ball,pass_technique_id,pass_technique_name,dribble_overrun,dribble_nutmeg,foul_committed_type_id,foul_committed_type_name,ball_recovery_recovery_failure,clearance_left_foot,pass_inswinging,foul_committed_offensive,foul_committed_card_id,foul_committed_card_name,bad_behaviour_card_id,bad_behaviour_card_name,pass_miscommunication,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,ball_recovery_offensive,pass_cut_back,miscontrol_aerial_won,block_deflection,shot_one_on_one,pass_outswinging,clearance_other,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_Bad Behaviour,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Error,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Offside,event_type_Pass,event_type_Pressure,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
7b668853-3cd7-4ea0-91ec-95d0c37d9144,11,1,00:00:06.808,0,6,2,1.069599,43,Carry,223,Málaga,9,From Kick Off,223,Málaga,,,"['6b476a0e-1de8-4e0d-a914-37e36d332ded', 'de4dfd8b-af7c-4bb3-b29e-a9c752336c8a']",,"[40.8, 6.6]",27335.0,Arthur Etienne Boka,6.0,Left Back,,,,,,,,,,,,"[38.1, 11.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.808,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.029408007775097555
de4dfd8b-af7c-4bb3-b29e-a9c752336c8a,12,1,00:00:07.877,0,7,2,2.5578,30,Pass,223,Málaga,9,From Kick Off,223,Málaga,,,['22cc6f69-e16c-4fd9-9683-3f651530e8e8'],,"[38.1, 11.0]",27335.0,Arthur Etienne Boka,6.0,Left Back,6727.0,Raúl Albentosa Redal,28.400703,1.9081358,1.0,Ground Pass,"[28.7, 37.8]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.877,1.069,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.549195851373914
22cc6f69-e16c-4fd9-9683-3f651530e8e8,13,1,00:00:10.435,0,10,2,,42,Ball Receipt*,223,Málaga,9,From Kick Off,223,Málaga,,,['de4dfd8b-af7c-4bb3-b29e-a9c752336c8a'],,"[28.7, 37.8]",6727.0,Raúl Albentosa Redal,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.435,2.5580000000000007,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3419763935707808
dcf90e29-9163-4e8a-9c72-96b8c1a58d27,14,1,00:00:10.435,0,10,2,3.1481,43,Carry,223,Málaga,9,From Kick Off,223,Málaga,,,"['22cc6f69-e16c-4fd9-9683-3f651530e8e8', '738a91f1-493b-4a54-9687-9e6623365a81']",,"[28.7, 37.8]",6727.0,Raúl Albentosa Redal,3.0,Right Center Back,,,,,,,,,,,,"[35.4, 52.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.435,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4353875624478225
738a91f1-493b-4a54-9687-9e6623365a81,15,1,00:00:13.583,0,13,2,5.938894,30,Pass,223,Málaga,9,From Kick Off,223,Málaga,,,['a30e1451-6f11-4d0e-baea-acf90458bb9c'],,"[35.4, 52.6]",6727.0,Raúl Albentosa Redal,3.0,Right Center Back,10868.0,Ricardo Jorge Luz Horta,85.63907,0.15593411,3.0,High Pass,"[120.0, 65.9]",40.0,Right Foot,,,,75.0,Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.583,3.1479999999999997,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.9195551215725698
aaf3c061-c5cd-43b6-8ee7-06a27bf211a3,16,1,00:00:18.230,0,18,2,1.2399,17,Pressure,223,Málaga,9,From Kick Off,223,Málaga,,,['612ab126-c2f5-42b5-bb1a-42394ee4ccaa'],,"[112.2, 63.8]",10868.0,Ricardo Jorge Luz Horta,12.0,Right Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.23,4.647,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.7335936654004788
612ab126-c2f5-42b5-bb1a-42394ee4ccaa,17,1,00:00:18.247,0,18,2,0.0,28,Shield,223,Málaga,9,From Kick Off,213,Sevilla,,,['aaf3c061-c5cd-43b6-8ee7-06a27bf211a3'],,"[3.3, 16.3]",3637.0,Grzegorz Krychowiak,5.0,Left Center Back,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.247,0.01699999999999946,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.49626410094859374
a30e1451-6f11-4d0e-baea-acf90458bb9c,18,1,00:00:19.522,0,19,2,,42,Ball Receipt*,223,Málaga,9,From Kick Off,223,Málaga,,,['738a91f1-493b-4a54-9687-9e6623365a81'],,"[95.6, 71.6]",10868.0,Ricardo Jorge Luz Horta,12.0,Right Midfield,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.522,1.2749999999999986,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6378267233625191
fd584474-2fd3-47a5-a8b2-08dedb92ffd5,19,1,00:00:45.924,0,45,3,3.316644,30,Pass,213,Sevilla,7,From Goal Kick,213,Sevilla,,,['7318b82d-4be1-41fc-9c41-4030c5fb941c'],,"[7.0, 44.1]",27111.0,António Alberto Bastos Pimparel,1.0,Goalkeeper,,,62.392708,0.054520555,3.0,High Pass,"[69.3, 47.5]",40.0,Right Foot,63.0,Goal Kick,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.924,26.402,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.6266666321060204
7318b82d-4be1-41fc-9c41-4030c5fb941c,20,1,00:00:49.241,0,49,3,0.65057,30,Pass,213,Sevilla,7,From Goal Kick,223,Málaga,,,"['07b32328-d30a-4eb3-adae-45778e7bc9a5', 'eafeff95-fe1c-40a8-8759-ff8bc2694672', 'fd584474-2fd3-47a5-a8b2-08dedb92ffd5']",,"[50.8, 32.6]",6727.0,Raúl Albentosa Redal,3.0,Right Center Back,,,9.558765,-0.7335927,3.0,High Pass,"[57.9, 26.2]",,,66.0,Recovery,,9.0,Incomplete,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.241,3.317,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.7745999363383712
07b32328-d30a-4eb3-adae-45778e7bc9a5,21,1,00:00:49.241,0,49,3,0.0,4,Duel,213,Sevilla,7,From Goal Kick,213,Sevilla,,,['7318b82d-4be1-41fc-9c41-4030c5fb941c'],,"[69.3, 47.5]",6841.0,Víctor Machín Pérez,21.0,Left Wing,,,,,,,,,,,,,,,True,,,,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.241,0.0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.698014253680478
eafeff95-fe1c-40a8-8759-ff8bc2694672,22,1,00:00:49.891,0,49,3,0.0,2,Ball Recovery,213,Sevilla,7,From Goal Kick,213,Sevilla,,,['7318b82d-4be1-41fc-9c41-4030c5fb941c'],,"[62.2, 53.9]",5737.0,Steven N''Kemboanza Mike Christopher Nzonzi,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.891,0.6499999999999986,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.09185858482092635
da049ff7-b2e6-4b63-8b12-a8c84f95364b,23,1,00:00:49.891,0,49,3,1.278176,43,Carry,213,Sevilla,7,From Goal Kick,213,Sevilla,,,"['081457a0-8a03-44a0-8313-ced8a60eab16', 'eafeff95-fe1c-40a8-8759-ff8bc2694672']",,"[62.2, 53.9]",5737.0,Steven N''Kemboanza Mike Christopher Nzonzi,11.0,Left Defensive Midfield,,,,,,,,,,,,"[62.2, 58.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.891,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.24269231630500898
081457a0-8a03-44a0-8313-ced8a60eab16,24,1,00:00:51.169,0,51,3,1.636313,30,Pass,213,Sevilla,7,From Goal Kick,213,Sevilla,,,['7b87b4f3-4395-436d-aee7-53315c80a8f3'],,"[62.2, 58.5]",5737.0,Steven N''Kemboanza Mike Christopher Nzonzi,11.0,Left Defensive Midfield,6672.0,Jorge Andújar Moreno,17.754436,2.031925,1.0,Ground Pass,"[54.3, 74.4]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.169,1.2779999999999987,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.18889263605009265
7b87b4f3-4395-436d-aee7-53315c80a8f3,25,1,00:00:52.806,0,52,3,,42,Ball Receipt*,213,Sevilla,7,From Goal Kick,213,Sevilla,,,['081457a0-8a03-44a0-8313-ced8a60eab16'],,"[54.3, 74.4]",6672.0,Jorge Andújar Moreno,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.806,1.6370000000000005,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.09490648202094976
55db4e0d-ce73-448c-91c1-9a09afcd9edd,26,1,00:00:52.806,0,52,3,1.610461,43,Carry,213,Sevilla,7,From Goal Kick,213,Sevilla,,,"['7b87b4f3-4395-436d-aee7-53315c80a8f3', 'f0ffb546-c4e6-4b6e-b3ec-40fb9d3c0d59']",,"[54.3, 74.4]",6672.0,Jorge Andújar Moreno,2.0,Right Back,,,,,,,,,,,,"[48.9, 73.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.806,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5928961357206588
f0ffb546-c4e6-4b6e-b3ec-40fb9d3c0d59,27,1,00:00:54.416,0,54,3,1.531716,30,Pass,213,Sevilla,7,From Goal Kick,213,Sevilla,,,['040cc571-8aad-4db1-ab90-1f71ae63d32e'],,"[48.9, 73.7]",6672.0,Jorge Andújar Moreno,2.0,Right Back,3253.0,Adil Rami,20.781963,-2.4345322,1.0,Ground Pass,"[33.1, 60.2]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.416,1.6099999999999994,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.04345267830052146
040cc571-8aad-4db1-ab90-1f71ae63d32e,28,1,00:00:55.948,0,55,3,,42,Ball Receipt*,213,Sevilla,7,From Goal Kick,213,Sevilla,,,['f0ffb546-c4e6-4b6e-b3ec-40fb9d3c0d59'],,"[33.1, 60.2]",3253.0,Adil Rami,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.948,1.5320000000000036,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7820799339599807
